Q,A,A_model
Pessoa jurídica que retornar ao lucro real poderá fazer jus à depreciação  acelerada incentivada?,"Sim. Retornando à tributação com base no lucro real a pessoa jurídica deverá adicionar o encargo de depreciação normal registrado na escrituração comercial, relativo a bens já totalmente depreciados, ao resultado da atividade rural, efetuando a baixa do respectivo valor no saldo da depreciação incentivada controlado na Parte B do e-Lalur e do e-Lacs.","Não, a pessoa jurídica que retornar ao lucro real não poderá fazer jus à depreciação acelerada incentivada, mas deverá adicionar o encargo de depreciação normal registrado na escrituração comercial ao resultado líquido do período de apuração, conforme o Art. 261."
"Como deverá proceder a pessoa jurídica que explora atividade rural com  tributação pelo lucro real e, posteriormente, venha a optar pela tributação com  base no lucro presumido ou arbitrado, e vier a alienar o bem depreciado com o  incentivo fiscal?","A pessoa jurídica rural que tiver usufruído o benefício fiscal da depreciação acelerada incentivada, vindo, posteriormente, a ser tributada pelo lucro presumido ou arbitrado, caso aliene o bem depreciado com o incentivo durante a permanência nesses regimes, deverá adicionar à base de cálculo para determinação do lucro presumido ou arbitrado o saldo remanescente da depreciação não realizada.","A pessoa jurídica que passa de tributação pelo lucro real para o lucro presumido ou arbitrado e vende um bem depreciado com incentivo fiscal durante esse novo regime, deve adicionar ao salário-dólar para cálculo do lucro presumido ou resultado presumido o valor do saldo remanescente da depreciação não realizada."
Poderá haver mudança da opção para o contribuinte que já efetuou o  recolhimento da primeira quota ou de quota única com base no lucro  presumido?,"Como regra, não há a possibilidade de mudança. A opção pela tributação com base no lucro presumido será definitiva em relação a todo o ano-calendário. Todavia, abre-se exceção quando ocorrer qualquer das hipóteses de arbitramento previstas na legislação tributária, situação em que a pessoa jurídica poderá, desde que conhecida a receita bruta, determinar o lucro tributável segundo as regras relativas ao regime de tributação com base no lucro arbitrado.","Não, haverá mudança da opção para o contribuinte que já efetuou o recolhimento da primeira quota ou de quota única com base no lucro presumido, pois a opção pela tributação com base no lucro presumido é definitiva para todo o ano-calendário (Lei nº 9.718, de 1998, art. 13, § 1º)."
A pessoa jurídica que optar pelo lucro presumido poderá em algum período de  apuração trimestral ser tributada com base no lucro real?,"Sim. Na hipótese de haver pago o imposto com base no lucro presumido e, em relação ao mesmo ano-calendário, incorrer em situação de obrigatoriedade de apuração pelo lucro real por ter auferido lucros, rendimentos ou ganhos de capital oriundos do exterior, deverá apurar o IRPJ e a CSLL sob o regime de apuração pelo lucro real trimestral a partir, inclusive, do trimestre da ocorrência do fato. Tal situação também é possível de ocorrer na hipótese de exclusão do Refis de empresa incluída neste programa como sendo do lucro presumido, embora obrigada ao lucro real.","Sim, a pessoa jurídica que optar pelo lucro presumido poderá ser tributada com base no lucro real em caso de obrigatoriedade de apuração pelo lucro real, como quando auferir lucros, rendimentos ou ganhos de capital oriundos do exterior, a partir do trimestre em que ocorre esse fato."
"Pessoa Jurídica que apresentou declaração com base no lucro presumido  poderá, após a entrega, pedir retificação para efeito de declarar pelo lucro real?","Após a entrega da declaração de informações com base no lucro presumido, não há mais como o contribuinte alterar a sua opção. Entretanto, será admitida a retificação da declaração quando o contribuinte comprovar ter exercido irregularmente a opção pelo lucro presumido, na hipótese em que a legislação fiscal expressamente torne obrigatória a sua tributação com base no lucro real; ou, ainda, quando for constatado tal fato por meio de procedimento de ofício, o qual poderá adotar a tributação com base no lucro real quando exigido por lei, ou o lucro arbitrado, dependendo do caso.","Não, a retificação para mudar o regime de tributação não é permitida, exceto para fins de adoção do lucro arbitrado nos casos determinados pela legislação. Portanto, não é possível passar de lucro presumido para lucro real por meio de retificação."
"A pessoa jurídica optante pelo lucro presumido que mantiver escrituração  regular e apurar lucro contábil poderá utilizá-lo como reserva livre para aumento  de capital, sem ônus tributário (voltando ou não à tributação pelo lucro real)?","Na hipótese de apuração de lucro contábil, a pessoa jurídica poderá utilizar o montante desse lucro como reserva livre para aumento de capital. Entretanto, não poderá utilizar a esse título todo o montante do lucro contábil, devendo dele diminuir o valor do imposto de renda apurado com base no lucro presumido, inclusive adicional, o valor das contribuições (CSLL, Cofins e PIS/Pasep), bem assim os valores que forem distribuídos a título de lucros ao seu titular, sócio ou acionista.","Não posso fornecer uma resposta direta à sua pergunta baseada nas informações fornecidas. O texto apresentado aborda a distribuição de lucros sem incidência de imposto em determinadas condições para pessoa jurídica sob o regime de tributação com base em lucro presumido ou arbitrado. No entanto, não aborda especificamente a utilização do lucro contábil como reserva livre para aumento de capital sem ônus tributário, nem a possibilidade de retorno à tributação pelo lucro real nesse contexto. Para obter uma resposta precisa, seria necessário consultar disposições legais específicas relacionadas à utilização de reservas e à mudança de regime tributário."
De quais incentivos fiscais do IRPJ as empresas que optarem pelo lucro  presumido poderão se utilizar?,Do imposto apurado com base no lucro presumido não é permitida qualquer dedução a título de incentivo fiscal.,"As empresas que optarem pelo lucro presumido não poderão se beneficiar de nenhum incentivo fiscal ao calcular o imposto sobre a renda (IRPJ), pois a lei vedou qualquer dedução a título de incentivo fiscal nesse caso."
Como poderá ser compensado o imposto pago a maior no período de apuração?,"No caso em que o valor retido na fonte ou já pago pelo contribuinte for maior que o imposto devido no período de apuração trimestral, a diferença a maior poderá ser compensada com o imposto relativo aos períodos de apuração subsequentes. ","Na hipótese em que o imposto sobre a renda retido na fonte ou pago seja superior ao devido, a diferença poderá ser utilizada na compensação de débitos próprios, nos termos estabelecidos no art. 940."
O que poderá acontecer à pessoa jurídica que optar indevidamente ou deixar de  cumprir alguma das condições estabelecidas para opção pelo lucro presumido?,"Inicialmente será verificada a possibilidade de apuração da base de cálculo do imposto de renda pelo lucro real, caso a empresa mantenha escrituração regular com base nas leis comerciais e fiscais. Na impossibilidade de adoção de tal procedimento, deverá ser arbitrado o lucro da pessoa jurídica no respectivo período de apuração.","Se uma pessoa jurídica optar indevidamente ou deixar de cumprir as condições para a tributação com base no lucro presumido, ela será sujeita ao imposto sobre a renda determinado com base no critério do lucro arbitrado. Isso significa que não poderá utilizar o método do lucro presumido e terá que calcular o imposto com base em um lucro determinado de forma diferente, geralmente mais desfavorável para o contribuinte. Além disso, pode incorrer em multas e sanções por não cumprir as disposições fiscais corretamente."
Como será manifestada pelo contribuinte a tributação com base no lucro  arbitrado?,"A tributação com base no lucro arbitrado será manifestada mediante o pagamento da primeira quota ou da quota única do imposto devido, correspondente ao período de apuração trimestral em que o contribuinte, conhecendo sua receita bruta, verificou que incidiu em uma das hipóteses que ensejam o arbitramento de seu lucro.","O contribuinte poderá efetuar o pagamento do imposto sobre a renda com base no lucro arbitrado, observando as regras estabelecidas, como a abrangência do ano-calendário e a eventual tributação com base no lucro real para os trimestres não submetidos ao arbitramento, caso seja devedora de escrituração comercial e fiscal que comprove o lucro real dos períodos não abrangidos. O vencimento do imposto apurado por esta forma será no último dia útil do mês subsequente ao encerramento de cada período de apuração."
"Em caso de arbitramento do lucro, ficam as pessoas jurídicas dispensadas das  penalidades e da comprovação da origem das receitas recebidas?","Não. Mesmo sendo tributadas com base no lucro arbitrado, persiste a obrigatoriedade de comprovação das receitas efetivamente recebidas ou auferidas. O arbitramento de lucro é uma forma de apuração da base de cálculo do imposto, e não uma sanção. Assim, sua utilização não afasta a aplicação das penalidades cabíveis, como as decorrentes do descumprimento da legislação tributária em relação às obrigações acessórias.","Em caso de arbitramento do lucro, as pessoas jurídicas não são dispensadas das penalidades cabíveis. O arbitramento do lucro não exclui a aplicação das penalidades, implicando que as empresas ainda devem cumprir com todas as obrigações fiscais e estar sujeitas a sanções caso não o façam corretamente. Quanto à comprovação da origem das receitas, o texto fornecido não esclarece explicitamente, mas normalmente, mesmo sob regime de arbitramento, a documentação e a transparência sobre as receitas são requisitos fiscais obrigatórios."
Como a pessoa jurídica que apura o Imposto sobre a Renda com base na  estimativa de lucro mensal pode compensar o imposto pago indevidamente ou  a maior em relação ao apurado com base na estimativa de lucro no respectivo  mês?,"Os valores do IRPJ e da CSLL pagos e que excederem os apurados com base na estimativa de lucro no respectivo mês somente podem ser utilizados no final do período de apuração em que houve o pagamento indevido ou maior que o devido para: a) dedução do IRPJ ou da CSLL; b) ou compor o saldo negativo de IRPJ ou de CSLL. No caso de pagamento calculado com base na estimativa de lucro mensal, o final do período de apuração é, em regra, 31 de dezembro. Excepcionalmente, no caso de pessoas jurídicas submetidas aos seguintes eventos, o final do período de apuração será a data do evento: a) incorporação, fusão ou cisão; b) extinção da pessoa jurídica, pelo encerramento da liquidação.",Uma pessoa jurídica que apura o Imposto sobre a Renda com base na estimativa de lucro mensal pode utilizar o valor retido indevidamente ou em excesso na dedução do IRPJ devidos ao final do período de apuração em que ocorreu a retenção. Também pode utilizar esse valor para compor o saldo negativo de IRPJ do mesmo período.
"Como a pessoa jurídica que apura o IRPJ com base na estimativa de lucro mensal  pode compensar o Imposto sobre a Renda Retido na Fonte (IRRF), retido  indevidamente ou a maior que o devido?","Os valores do IRRF e da CSLL retidos na fonte e que excederem os apurados com base na estimativa de lucro no respectivo mês somente podem ser utilizados no final do período de apuração em que houve a retenção para: a) dedução do IRPJ ou da CSLL; b) ou compor o saldo negativo de IRPJ ou de CSLL. No caso de pagamento calculado com base na estimativa de lucro mensal, o final do período de apuração é, em regra, 31 de dezembro. Excepcionalmente, no caso de pessoas jurídicas submetidas aos seguintes eventos, o final do período de apuração será a data do evento: a) incorporação, fusão ou cisão; b) extinção da pessoa jurídica, pelo encerramento da liquidação.","Uma pessoa jurídica que apura o IRPJ com base na estimativa de lucro mensal e sofreu retenção indevida ou a maior de IRPJ ou CSLL sobre rendimentos que integram sua base de cálculo, pode utilizar o valor retido apenas na dedução do IRPJ ou CSLL devidos ao final do período de apuração em que ocorreu a retenção. Além disso, esse valor também pode ser utilizado para compor o saldo negativo de IRPJ ou CSLL do período."
A base de cálculo negativa da CSLL poderá ser compensada com resultados  apurados em períodos subsequentes?,"Sim. A base de cálculo da CSLL, quando negativa, poderá ser compensada até o limite de 30% dos resultados apurados em períodos subsequentes, ajustados pelas adições e exclusões previstas na legislação.","Sim, a base de cálculo negativa da contribuição social sobre o lucro (CSLL) pode ser compensada com o resultado do período de apuração ajustado em anos-calendário subsequentes, desde que observado o limite máximo de redução de 30% previsto na Lei nº 8.981, de 1995, e desde que sejam mantidos os livros e documentos exigidos pela legislação fiscal comprobatórios da base de cálculo negativa utilizada para a compensação."
Os rendimentos e ganhos de capital auferidos no exterior sujeitam-se à  incidência da CSLL?,"Sim. O art. 21 da MP nº 2.158-35, de 2001, determina que os lucros, rendimentos e ganhos de capital auferidos no exterior ficam sujeitos à incidência da CSLL, observadas as normas de tributação universal. O parágrafo único do mencionado artigo, por seu turno, preconiza que o saldo do imposto de renda pago no exterior, que exceder o valor compensável com o IRPJ devido no Brasil, poderá ser compensado com a CSLL devida em virtude da adição, à sua base de cálculo, dos lucros oriundos do exterior, até o limite acrescido em decorrência dessa adição.","Sim, os rendimentos e ganhos de capital auferidos no exterior estão sujeitos à incidência da CSLL, observadas as normas específicas de tributação universal mencionadas nas leis citadas."
O registro da CSLL como despesa afetará o cálculo do lucro da exploração?,"A CSLL será adicionada ao lucro líquido do período de apuração, antes da provisão para o imposto de renda, para efeito de determinação do lucro da exploração, que servirá de base de cálculo de incentivos fiscais.","Sim, o registro da CSLL como despesa afetará o cálculo do lucro da exploração, pois ela é considerada na determinação do lucro líquido, especialmente quando se leva em conta a compensação mencionada nos incisos I e II do Art. 23."
"O valor correspondente à CSLL será considerado como despesa dedutível, para  efeito de determinação do lucro real?","Não. O valor da CSLL não pode ser deduzido para efeito da determinação do lucro real, nem da sua própria base de cálculo. O valor da CSLL que for considerado como custo ou despesa deverá ser adicionado ao lucro líquido para efeito de determinação do lucro real.","Não, o valor correspondente à CSLL não será considerado como despesa dedutível para efeito de determinação do lucro real."
Quais as pessoas jurídicas que têm seu ingresso permitido nas sociedades  cooperativas?,Em situações específicas é possível o ingresso de pessoa jurídica nas sociedades cooperativas de pescas e nas cooperativas constituídas por produtores rurais ou extrativistas que pratiquem as mesmas atividades econômicas das pessoas físicas associadas. ,"As pessoas jurídicas que têm seu ingresso permitido nas cooperativas são:

1. Nas cooperativas de pesca e aquelas constituídas por produtores rurais ou extrativistas, as pessoas jurídicas que praticem as mesmas atividades econômicas dos associados físicos.

2. Nas cooperativas de eletrificação, irrigação e telecomunicações, as pessoas jurídicas que estejam localizadas na área de operações dessas cooperativas.

No entanto, é importante ressaltar que agentes de comércio e empresários que operem no mesmo campo econômico da sociedade cooperativa não podem ingressar nelas."
"Se o sujeito passivo não atender, no prazo estipulado, à intimação para prestar  esclarecimentos, apresentar os arquivos ou sistemas de que tratam os arts. 11 a  13 da Lei 8.218/91 ou a documentação técnica de que trata o art. 38 da Lei  9.430/96, quais são os percentuais de multa a serem aplicados?","Nesse caso caberá multa de ofício de 112,5% se o sujeito, além de não ter atendido à intimação, não pagou o débito ou não apresentou declaração. Ou de 225% se o sujeito, além dos motivos que ensejariam a aplicação da multa de 112,5%, incorrer também em crime contra a ordem tributária, de sonegação, fraude ou conluio. Esses percentuais correspondem à multa de 75% (Lei 9.430, art. 44, I) aumentada de 50% (75% x 1,5 = 112,5%), ou à multa de 150% (Lei 9.430, art. 44, § 1º) aumentada de 50% (150% x 1,5 = 225%).","Nos casos em que o sujeito passivo não atender no prazo estipulado às intimações para prestar esclarecimentos, apresentar os arquivos ou sistemas referidos nos arts. 11 a 13 da Lei 8.218/91, ou apresentar a documentação técnica do art. 38 da Lei 9.430/96, os percentuais de multa serão aumentados de metade em relação aos valores previstos no inciso I do caput e no § 1º do artigo. Portanto, as multas serão aumentadas em 50% dos valores iniciais, considerando as disposições específicas para cada caso."
"Qual o regime de tributação da pessoa jurídica que auferir lucros, rendimentos  e ganhos de capital do exterior?","A pessoa jurídica que auferir lucros, rendimentos ou ganhos de capital do exterior fica obrigada à tributação com base no lucro real, a partir, inclusive, do trimestre de sua ocorrência.","As pessoas jurídicas que auferem lucros, rendimentos e ganhos de capital do exterior estão obrigadas ao regime de apuração do lucro real, conforme o item III da lei mencionada."
"Se o contribuinte for optante do lucro presumido e, em algum período auferir  lucros, rendimentos e ganhos de capital do exterior?","A pessoa jurídica que houver pago o imposto com base no lucro presumido e que, em relação ao mesmo ano-calendário, incorrer em situação de obrigatoriedade de apuração pelo lucro real por ter auferido lucros, rendimentos ou ganhos de capital oriundos do exterior, deverá apurar o imposto sobre a renda de pessoa jurídica (IRPJ) e a contribuição social sobre o lucro líquido (CSLL) sob o regime de apuração pelo lucro real trimestral a partir, inclusive, do trimestre da ocorrência do fato. 555","Se o contribuinte optante pelo lucro presumido auferir lucros, rendimentos ou ganhos de capital oriundos do exterior, ele passa a incorrer na obrigatoriedade de apuração pelo lucro real trimestral a partir do trimestre em que esse fato ocorre."
Como serão tributados no Brasil os lucros auferidos no exterior por intermédio  de filiais e sucursais da pessoa jurídica no Brasil?,"Para fins de apuração do lucro real e da base de cálculo da CSLL, os lucros auferidos por filiais e sucursais no exterior serão adicionados integralmente ao lucro líquido da pessoa jurídica no Brasil em 31 de dezembro do ano-calendário em que tiverem sido disponibilizados.","Os lucros auferidos no exterior por meio de filiais e sucursais, bem como de controladas, direta ou indireta, ou coligadas, serão computados para fins de determinação do lucro real e da base de cálculo da Contribuição Social sobre o Lucro Líquido (CSLL) no balanço levantado em 31 de dezembro do ano em que esses lucros foram disponibilizados para a pessoa jurídica no Brasil. O resultado é calculado de acordo com as normas da legislação comercial do país de domicílio, antes de qualquer tributação no exterior, e, em casos de ausência de normas específicas, seguindo os princípios contábeis brasileiros. Situações como encerramento de atividades, absorção do patrimônio ou alienação de participação também têm regras específicas para a tributação desses lucros no Brasil."
Quando se consideram disponibilizados os lucros auferidos no exterior por  intermédio filiais e sucursais da pessoa jurídica?,Consideram-se disponibilizados na data do balanço no qual tiverem sido apurados.,Os lucros auferidos no exterior por meio de filiais e sucursais são considerados disponibilizados para a empresa no Brasil na data do balanço no qual tiverem sido apurados.
Os resultados auferidos por filiais e sucursais podem ser consolidados?,"Desde que as filiais e sucursais sejam domiciliadas num mesmo país, e, tendo a matriz no Brasil indicado uma dessas filiais ou sucursais como entidade líder, os resultados poderão ser consolidados por país, e os prejuízos de uma poderão ser compensados com os lucros da outra.","Sim, os resultados podem ser consolidados por país quando se trata de filiais e sucursais domiciliadas no mesmo país, desde que a matriz no Brasil indique uma dessas filiais ou sucursais como entidade líder. Nesse caso, os prejuízos de uma filial ou sucursal podem ser compensados com os lucros de outra dentro do mesmo país."
"Como deverão ser convertidos os lucros auferidos no exterior por intermédio de  filiais, sucursais, controladas ou coligadas?","Os lucros auferidos no exterior por intermédio de filiais, sucursais, controladas ou coligadas serão convertidos em Reais pela taxa de câmbio, para venda, do dia das demonstrações financeiras em que tenham sido apurados os correspondentes lucros.","Os lucros auferidos no exterior por intermédio de filiais, sucursais, controladas ou coligadas devem ser convertidos em Reais com base na taxa de câmbio da moeda do país de origem, fixada para venda pelo Banco Central do Brasil, correspondente à data do levantamento de balanço da controlada direta ou indireta. Caso a moeda do país de origem não tenha cotação no Brasil, primeiramente será convertido em Dólares dos Estados Unidos da América e, em seguida, este valor será convertido em Reais."
"Como deve ser apurado o limite admitido de compensação do tributo pago no  exterior sobre lucros auferidos por meio de controladas, coligadas, filiais ou  sucursais?","A pessoa jurídica deverá calcular o valor: a) do imposto pago no exterior, correspondente aos lucros de cada filial, sucursal, controlada ou coligada, bem assim aos rendimentos e ganhos de capital, que foram computados na determinação do lucro real; b) do imposto sobre a renda e CSLL devidos sobre o lucro real antes e após a inclusão dos lucros auferidos no exterior. O imposto, passível de compensação, não poderá exceder o valor determinado na letra “a” anterior, nem à diferença positiva entre os valores calculados sobre o lucro real com e sem a inclusão dos referidos lucros, rendimentos ou ganhos de capital auferidos no exterior e referidos na letra “b”.","O limite admitido de compensação do tributo pago no exterior sobre lucros auferidos por meio de controladas, coligadas, filiais ou sucursais deve ser calculado de acordo com os seguintes passos:

1. Determinar o imposto pago no exterior correspondente aos lucros de cada unidade (filial, sucursal, controlada, direta ou indireta, ou coligada) que foi computado na determinação do lucro real.
2. Calcular o imposto sobre a renda (IR) e a Contribuição Social sobre o Lucro Líquido (CSLL) devidos no Brasil, antes e depois da inclusão dos lucros provenientes do exterior na apuração do lucro real.
3. A dedução do tributo pago no exterior será proporcional ao montante dos lucros computados e não pode exceder o montante do imposto sobre a renda e CSLL devidos no Brasil sobre o valor das parcelas positivas dos resultados.
4. O tributo passível de dedução não pode exceder o valor calculado no inciso I do § 9º, nem a diferença positiva entre os valores de imposto calculados com e sem os lucros estrangeiros (inciso II do § 9º).
5. O cálculo deve ser feito antes da compensação de prejuízo acumulado no Brasil de anos anteriores.
6. Se houver saldo não compensado, ele pode ser deduzido da CSLL em virtude da adição das parcelas positivas dos resultados internacionais, até o limite devido por essa adição.
7. Tributo não compensado em anos com lucro real negativo pode ser compensado em anos subsequentes, seguindo os procedimentos específicos descritos nos §§ 14 a 19."
"Em que momento deve ser tributado o lucro gerado por uma empresa  estrangeira, classificada pela legislação brasileira como coligada ou porfólio de  investimento sem influência nem relevância, cuja participação societária seja  detida por uma por controlada direta ou indireta da controladora brasileira?","Os lucros gerados por empresas tidas como coligadas das controladas diretas ou indiretas ou como participações em empresas de portfólio, detidas por controlada direta ou indireta domiciliadas no exterior, serão tributados pela controladora brasileira quando forem reconhecidos no balanço da controlada direta ou indireta, segundo a legislação comercial de sua jurisdição.","O lucro gerado por uma empresa estrangeira considerada coligada ou porfólio de investimento, cuja participação seja detida por uma controlada direta ou indireta da controladora brasileira, deve ser tributado de acordo com as condições previstas no Artigo 19. Se houver descumprimento de qualquer das condições do Artigo 17, a parcela do ajuste do valor do investimento equivalente aos lucros ou prejuízos da empresa estrangeira será computada na determinação do lucro real e na base de cálculo da CSLL da pessoa jurídica investidora no Brasil. Lucros positivos são adicionados ao lucro líquido do ano em que foram apurados, e prejuízos podem ser compensados com lucros futuros da mesma empresa estrangeira, desde que os estoques de prejuízos sejam informados adequadamente. A opção por essa tributação, conforme Artigo 19-A, pode ser feita de forma opcional, mas deve abranger todas as coligadas no exterior e é irretratável. No entanto, estas disposições não se aplicam quando a coligada no Brasil é equiparada à controladora conforme o Artigo 15."
A variação cambial acrescida aos juros calculados com base na taxa LIBOR são  considerados dedutíveis na apuração do lucro real?,"Sim, uma vez que a referida variação cambial é um componente dos juros para o pagamento do imposto de renda diferido relativo aos lucros auferidos no exterior.","Sim, os juros calculados conforme o § 3º, acrescidos da variação cambial, são dedutíveis na apuração do lucro real e da base de cálculo da CSLL."
"Dos resultados das controladas diretas ou indiretas no exterior não devem  constar os resultados auferidos por outra pessoa jurídica sobre a qual a  controladora brasileira mantenha o controle direto ou indireto. Esta regra se  aplica também para a apuração do estoque de prejuízos anteriores a  01/01/2015, passiveis de compensação com lucros futuros para efeitos de  tributação no Brasil?","Em obediência à uniformidade de critério, na falta de ressalva em Lei, dos prejuízos contábeis anteriores a 2015 não devem constar resultados (lucros ou prejuízos) originados da participação em outra pessoa jurídica sobre a qual a controladora brasileira mantenha controle direto ou indireto.","Não há informações claras na citação fornecida sobre a aplicação da regra para a apuração do estoque de prejuízos anteriores a 01/01/2015, passageiros de compensação com lucros futuros para efeitos de tributação no Brasil. A regulamentação apresentada se concentra na registro de resultados das controladas, mas não especifica diretamente essa situação de prejuízos anteriores à data mencionada. Portanto, não posso fornecer uma resposta definitiva baseada nas informações dadas."
Qual é o valor da parcela do investimento referente ao lucro ou prejuízo de  investimento no exterior que deve ser registrada na subconta de investimento?,"O valor a ser registrado na subconta de investimento é o equivalente aos lucros ou prejuízos antes da tributação no exterior sobre tais lucros ou prejuízos, assim entendido como o lucro ou prejuízo antes dos tributos sobre a renda, sejam correntes e/ou diferidos.","O valor a ser registrado na subconta de investimento é a parcela do ajuste do valor do investimento equivalente aos lucros auferidos pela controlada, direta ou indiretamente, antes da tributação no exterior sobre o lucro."
"Nos casos em que o ajuste de preço de transferência/subcapitalização é maior  que o valor do lucro auferidos no exterior, será possível “carregar” para os anos  subsequentes o valor residual do ajuste que não foi deduzido da base de IR/CSLL  no ano que foi apurado? Em caso negativo, como remover o efeito de ""dupla  tributação"" sobre a parcela do ajuste que excede o valor dos lucros?","A dedução é limitada ao valor do lucro auferido no exterior pela controlada, não havendo previsão legal, para o aproveitamento de excedente em anos posteriores.","Não há informações claras na legislação citada sobre a possibilidade de ""carregar"" o valor residual de ajustes não deduzidos para anos subsequentes. No entanto, para evitar o efeito de ""dupla tributação"" sobre a parcela do ajuste que excede o valor dos lucros, é necessário analisar se há disposições específicas em outras leis ou normas fiscais que abordem esse cenário, pois o texto fornecido não aborda diretamente essa situação. É recomendado consultar orientações adicionais da Receita Federal ou um especialista em tributação."
"Quais os limites aplicáveis, para a pessoa jurídica domiciliada no Brasil, nos casos  de endividamento quando o credor for pessoa física ou jurídica residente,  domiciliada ou constituída no exterior, em país ou dependência com tributação  favorecida ou sob regime fiscal privilegiado?","No caso de credor, pessoa física ou jurídica, residente, domiciliada ou constituída no exterior, em país ou dependência com tributação favorecida ou sob regime fiscal privilegiado, tanto o limite individual quanto o limite global de endividamento (somatório dos endividamentos com todas as entidades situadas naqueles países) estão limitados a 30% do valor do patrimônio líquido da pessoa jurídica residente no Brasil.","O limite aplicável é de 30% (trinta por cento) do valor do patrimônio líquido da pessoa jurídica residente no Brasil. Se o valor total do endividamento com entidades em países ou dependências com tributação favorecida ou sob regime fiscal privilegiado exceder esse limite, os juros referentes ao excedente não serão dedutíveis para fins de Imposto de Renda e Contribuição Social sobre o Lucro Líquido."
Em quais hipóteses existe a possibilidade de apropriação de créditos presumidos  da Contribuição para o PIS/Pasep e da Cofins relativos a selo de controle e  equipamentos de controle de produção?,"As pessoas jurídicas obrigadas pela RFB à utilização do selo de controle de que trata o art. 46 da Lei nº 4.502, de 30 de novembro de 1964; e dos equipamentos contadores de produção de que tratam os arts. 27 a 30 da Lei nº 11.488, de 2007, e o art. 58-T da Lei nº 10.833, de 2003, poderão deduzir da Contribuição para o PIS/PASEP ou da COFINS devidas em cada período de apuração, crédito presumido correspondente à taxa de que trata o art. 13 da Lei nº 12.995, de 2014, efetivamente paga no mesmo período","A propriedade de créditos presumidos da Contribuição para o PIS/Pasep e da Cofins relacionados a selo de controle e equipamentos de controle de produção pode ocorrer quando há conformidade com as disposições estabelecidas nas legislações fiscais aplicáveis, incluindo a comprovação adequada do uso destes itens em conformidade com as regras estabelecidas. No entanto, detalhes específicos sobre as hipóteses exatas podem ser encontrados nas normas fiscais em vigor, que devem ser consultadas para obter informações precisas."
"De que forma devem ser apurados e registrados os créditos do art. 3º da Lei nº  10.637, de 2002, do art. 3º da Lei nº 10.833, de 2003, e do arts. 15 e 17 da Lei nº  10.865, de 2004, e os demais créditos presumidos da Contribuição para o  PIS/Pasep e da Cofins?","As pessoas jurídicas submetidas ao regime de apuração não cumulativa deverão apurar e registrar, de forma segregada, os créditos de que tratam o art. 3º da Lei nº 10.637, de 2002, o art. 3º da Lei nº 10.833, de 2003, e os arts. 15 e 17 da Lei nº 10.865, de 2004, e os créditos presumidos previstos nas Leis da Contribuição para o PIS/Pasep e da Cofins, discriminando-os em função da natureza, origem e vinculação desses créditos, observadas as normas editadas pela Secretaria da Receita Federal do Brasil.","As pessoas jurídicas devem apurar e registrar esses créditos de forma segregada, considerando sua natureza, origem e vinculação, seguindo as normas que serão estabelecidas pela Secretaria da Receita Federal do Brasil. Além disso, aplicáveis às disposições do caput, estão os §§ 8º e 9º do art. 3º das Leis nº 10.637/2002 e nº 10.833/2003."
Quais as exclusões admitidas para efeito de apuração da base de cálculo da  Contribuição para o PIS/Pasep e da Cofins devidas pelas sociedades cooperativas  de rádio táxi?,"Além das exclusões admitidas para as sociedades cooperativas em geral, as sociedades cooperativas de rádio táxi podem ainda excluir da base de cálculo: 1) os valores repassados aos associados pessoas físicas decorrentes de serviços por eles prestados em nome da cooperativa; 2) as receitas de vendas de bens, mercadorias e serviços a associados, quando adquiridos de pessoas físicas não associadas; e 3) as receitas financeiras decorrentes de repasses de empréstimos a associados, contraídos de instituições financeiras, até o limite dos encargos a estas devidos. ","As exclusões admitidas para efeito de apuração da base de cálculo da Contribuição para o PIS/Pasep e da Cofins pelas cooperativas de radiotáxi incluem:

I - Valores repassados aos associados pessoas físicas provenientes de serviços que eles prestaram em nome da cooperativa;
II - Receitas de vendas de bens, mercadorias e serviços a associados, quando esses itens são adquiridos de pessoas físicas não associadas;
III - Receitas financeiras decorrentes de empréstimos feitos a associados, provenientes de instituições financeiras, até o limite dos encargos devidos a estas instituições."
"Considerando que todas as informações de interesse do fisco estão disponíveis  no SPED, a empresa vai poder eliminar os documentos físicos (em papel) que  serviram de base para a escrituração contábil e fiscal?","Todos os documentos em papel (notas fiscais, contratos, recibos, etc.) que dão suporte aos respectivos lançamentos contábeis e fiscais devem ser mantidos pelo prazo previsto nas legislações comercial e fiscal.","Não, a empresa não pode eliminar os documentos físicos (em papel) que serviram de base para a escrituração contábil e fiscal, pois a legislação exige a guarda desses documentos na forma e nos prazos estabelecidos. A geração e o envio do arquivo digital (EFD-Contribuições) não dispensam a guarda dos documentos originais."
