Q,A,A_model
"Existe a possibilidade de serem deduzidas, para fins do imposto de renda, as  perdas havidas na alienação de investimentos oriundos de incentivos fiscais?","Não. A legislação fiscal não admite a dedutibilidade, na apuração do lucro real, da perda de capital decorrente de alienação ou baixa de investimentos adquiridos mediante dedução do imposto de renda devido pela pessoa jurídica, como, por exemplo, os incentivos fiscais para o Finor, Finam e Funres. O valor da perda apurada contabilmente deverá ser adicionado ao lucro líquido, para fins de determinação do lucro real, no Lalur, Parte A.","  Não, não é possível deduzir para fins do imposto de renda as perdas havidas na alienação de investimentos oriundos de incentivos fiscais. Essa é a interpretação do art. 510, que estabelece que a perda apurada na alienação ou na baixa de investimento adquirido por meio de dedução do imposto sobre a renda devido pela pessoa jurídica não será dedutível para fins de determinação do lucro real."
Qual o tratamento tributário aplicável ao prejuízo fiscal apurado por Sociedade  em Conta de Participação (SCP)?,"O prejuízo fiscal apurado por Sociedade em Conta de Participação (SCP), somente poderá ser compensado com o lucro real decorrente da mesma SCP. É vedada a compensação de prejuízos fiscais e lucros entre duas ou mais SCP, ou entre estas e o sócio ostensivo.","  O tratamento tributário aplicável ao prejuízo fiscal apurado por Sociedade em Conta de Participação (SCP) é a compensação com o lucro real decorrente da mesma sociedade, conforme estabelecido no Decreto-Lei nº 2.303, de 21 de novembro de 1986, art. 7º, e no Decreto-Lei nº 2.308, de 19 de dezembro de 1968, art. 3º."
"A pessoa jurídica que tiver prejuízo fiscal de períodos de apuração anteriores  devidamente apurado e controlado no Lalur, vindo a se submeter à tributação  utilizando-se de outra base que não a do lucro real, perderá o direito de  compensar este prejuízo?","O direito à compensação dos prejuízos fiscais, desde que estejam devidamente apurados e controlados na parte B do Lalur, somente poderá ser exercido quando a pessoa jurídica for tributada com base no lucro real, pois quando a forma de tributação for outra não há que se falar em apurar ou compensar prejuízos fiscais. Esse direito, entretanto, não será prejudicado ainda que o contribuinte possa, em algum período de apuração, ter sido tributado com base no lucro presumido ou arbitrado. Assim, no período-base em que retornar à tributação com base no lucro real poderá compensar o prejuízo fiscal constante no Lalur, Parte B, observada a legislação vigente à época da compensação.","  Não, a pessoa jurídica não perderá o direito de compensar o prejuízo fiscal de períodos de apuração anteriores, desde que observe os prazos e normas pertinentes à compensação. A Lei nº 22.202/1996, art. 22, III, estabelece que o saldo de prejuízos fiscais, remanescente do regime de tributação pelo lucro presumido e não utilizado, poderá vir a ser compensado, independentemente da base de tributação que a pessoa jurídica opter em futuros períodos de apuração."
A absorção na escrituração comercial de prejuízos contábeis impede a  compensação dos prejuízos fiscais?,"A absorção na escrituração comercial de prejuízos contábeis apurados mediante débito à conta de lucros acumulados, de reservas de lucros ou de capital, ao capital social, ou à conta de sócios, matriz ou titular de empresa individual, não impede a compensação dos prejuízos fiscais.","  A absorção na escrituração comercial de prejuízos contábeis não impede a compensação dos prejuízos fiscais. A eliminação de prejuízos contábeis through the absorption of the shareholder's debit does not prevent the compensation of fiscal losses.

The fiscal losses can be compensated with the profits or surpluses of the company, and the absorption of the prejuízos contábeis does not affect this possibility. The company can still use the profits or surpluses to compensate the fiscal losses, even if the prejuízos contábeis have been eliminated through the absorption of the shareholder's debit.

It is important to note that the absorption of the prejuízos contábeis is a procedure that is carried out in the context of the company's financial statements, and it does not have a direct impact on the fiscal losses. The fiscal losses are determined based on the company's taxable income, and the absorption of the prejuízos contábeis does not affect this calculation.

Therefore, the absorption of the prejuízos contábeis does not impede the compensation of fiscal losses, and the company can still use the profits or surpluses to compensate the fiscal losses, even if the prejuízos contábeis have been eliminated through the absorption of the shareholder's debit."
"A pessoa jurídica que explora atividade rural e que tenha utilizado o benefício  fiscal da depreciação incentivada, ao mudar para o regime de tributação do lucro  presumido ou arbitrado deve adicionar à base de cálculo do imposto de renda o  saldo dessa depreciação?","Não. A reversão da depreciação incentivada que deve ser adicionado ao lucro líquido para determinação do lucro real e controlada na Parte B do e-Lalur e na Parte B do e- Lacs, não é a decorrente de tributação diferida, uma vez que a adição se impõe em virtude de anular os efeitos decorrentes da depreciação normal consignada na escrituração comercial da pessoa jurídica rural. No regime de tributação do lucro presumido ou arbitrado, prescinde-se da escrita regular, e, em consequência, não há o aludido efeito de depreciação normal a ser compensado pela adição.","  Sim, a pessoa jurídica que explora atividade rural e que tenha utilizado o benefício fiscal da depreciação incentivada, ao mudar para o regime de tributação do lucro presumido ou arbitrado, deve adicionar ao saldo da base de cálculo do imposto de renda o saldo dessa depreciação.

Isso é estabelecido no art. 265, que permite que a pessoa jurídica rural opte pela tributação com base no lucro presumido e no resultado presumido, desde que não utilize qualquer incentivo aplicável a essa atividade. No entanto, essa opção é subjeto a condições, como a observância das normas aplicáveis às demais pessoas jurídicas e o cumprimento dos requisitos estabelecidos neste capítulo.

Portanto, a pessoa jurídica rural que deseja mudar para o regime de tributação do lucro presumido ou arbitrado deve considerar a obrigação de adicionar o saldo da depreciação incentivada à base de cálculo do imposto de renda."
Pessoa jurídica que retornar ao lucro real poderá fazer jus à depreciação  acelerada incentivada?,"Sim. Retornando à tributação com base no lucro real a pessoa jurídica deverá adicionar o encargo de depreciação normal registrado na escrituração comercial, relativo a bens já totalmente depreciados, ao resultado da atividade rural, efetuando a baixa do respectivo valor no saldo da depreciação incentivada controlado na Parte B do e-Lalur e do e-Lacs.","  Sim, a pessoa jurídica rural que retornar ao lucro real pode fazer jus à depreciação acelerada incentivada, desde que cumam os requisitos estabelecidos nos arts. 260 a 262 da Lei nº 13.278/2016."
"Como deverá proceder a pessoa jurídica que explora atividade rural com  tributação pelo lucro real e, posteriormente, venha a optar pela tributação com  base no lucro presumido ou arbitrado, e vier a alienar o bem depreciado com o  incentivo fiscal?","A pessoa jurídica rural que tiver usufruído o benefício fiscal da depreciação acelerada incentivada, vindo, posteriormente, a ser tributada pelo lucro presumido ou arbitrado, caso aliene o bem depreciado com o incentivo durante a permanência nesses regimes, deverá adicionar à base de cálculo para determinação do lucro presumido ou arbitrado o saldo remanescente da depreciação não realizada.","  A pessoa jurídica rural que explora atividade rural com tributação pelo lucro real e, posteriormente, venha a optar pela tributação com base no lucro presumido ou arbitrado, e vier a alienar o bem depreciado com o incentivo fiscal, deverá adicionar ao lucro presumido ou resultado presumido o saldo remanescente da depreciação não realizada, conforme estabelecido no art. 266.

Portanto, a pessoa jurídica deve calcular o lucro presumido ou resultado presumido com base na depreciação acelerada incentivada que foi usufruída, e somente após isso, pode realizar a alienação do bem depreciado com o incentivo fiscal."
Poderá haver mudança da opção para o contribuinte que já efetuou o  recolhimento da primeira quota ou de quota única com base no lucro  presumido?,"Como regra, não há a possibilidade de mudança. A opção pela tributação com base no lucro presumido será definitiva em relação a todo o ano-calendário. Todavia, abre-se exceção quando ocorrer qualquer das hipóteses de arbitramento previstas na legislação tributária, situação em que a pessoa jurídica poderá, desde que conhecida a receita bruta, determinar o lucro tributável segundo as regras relativas ao regime de tributação com base no lucro arbitrado.","  Sim, é possível mudar a opção de tributação para o contribuinte que já efetuou o recolhimento da primeira quota ou de quota única com base no lucro presumido. De acordo com o art. 13, § 1º, da Lei nº 9.718/1998, a opção pela tributação com base no lucro presumido será definitiva em relação a todo o ano-calendário. No entanto, o contribuinte pode mudar a opção no futuro, desde que cumulativamente cumpra os requisitos legais para a opção pelo regime de tributação com base no lucro real."
A pessoa jurídica que optar pelo lucro presumido poderá em algum período de  apuração trimestral ser tributada com base no lucro real?,"Sim. Na hipótese de haver pago o imposto com base no lucro presumido e, em relação ao mesmo ano-calendário, incorrer em situação de obrigatoriedade de apuração pelo lucro real por ter auferido lucros, rendimentos ou ganhos de capital oriundos do exterior, deverá apurar o IRPJ e a CSLL sob o regime de apuração pelo lucro real trimestral a partir, inclusive, do trimestre da ocorrência do fato. Tal situação também é possível de ocorrer na hipótese de exclusão do Refis de empresa incluída neste programa como sendo do lucro presumido, embora obrigada ao lucro real.","  Sim, é possível que uma pessoa jurídica que opte pelo lucro presumido seja tributada com base no lucro real em algum período de apuração trimestral. Isso ocorre quando a pessoa jurídica incorre em situação de obrigatoriedade de apuração pelo lucro real, por ter auferido lucros, rendimentos ou ganhos de capital oriundos do exterior, e optar pelo lucro presumido não é possível. Neste caso, a pessoa jurídica deverá apurar o imposto sobre a renda de pessoa jurídica (IRPJ) e a contribuição social sobre o lucro líquido (CSLL) sob o regime de apuração pelo lucro real trimestral a partir, inclusive, do trimestre da ocorrência do fato."
"Pessoa Jurídica que apresentou declaração com base no lucro presumido  poderá, após a entrega, pedir retificação para efeito de declarar pelo lucro real?","Após a entrega da declaração de informações com base no lucro presumido, não há mais como o contribuinte alterar a sua opção. Entretanto, será admitida a retificação da declaração quando o contribuinte comprovar ter exercido irregularmente a opção pelo lucro presumido, na hipótese em que a legislação fiscal expressamente torne obrigatória a sua tributação com base no lucro real; ou, ainda, quando for constatado tal fato por meio de procedimento de ofício, o qual poderá adotar a tributação com base no lucro real quando exigido por lei, ou o lucro arbitrado, dependendo do caso.","  Sim, a pessoa jurídica pode pedir retificação da declaração inicial para declarar pelo lucro real, desde que cumam os requisitos estabelecidos na legislação. A retificação deve ser feita por meio de uma nova declaração que substitua integralmente a declaração anterior, e deve ser apresentada até o final do período de declaração do exercício financeiro em questão. Além disso, é importante ressaltar que a retificação não poderá mudar o regime de tributação, exceto para fins de adoção do lucro arbitrado, nos casos determinados pela legislação."
"A pessoa jurídica optante pelo lucro presumido que mantiver escrituração  regular e apurar lucro contábil poderá utilizá-lo como reserva livre para aumento  de capital, sem ônus tributário (voltando ou não à tributação pelo lucro real)?","Na hipótese de apuração de lucro contábil, a pessoa jurídica poderá utilizar o montante desse lucro como reserva livre para aumento de capital. Entretanto, não poderá utilizar a esse título todo o montante do lucro contábil, devendo dele diminuir o valor do imposto de renda apurado com base no lucro presumido, inclusive adicional, o valor das contribuições (CSLL, Cofins e PIS/Pasep), bem assim os valores que forem distribuídos a título de lucros ao seu titular, sócio ou acionista.","  Sim, a pessoa jurídica optante pelo lucro presumido que mantiver escrituração regular e apurar lucro contábil pode utilizá-lo como reserva livre para aumento de capital, sem ônus tributário. Isso é permitido pelo art. 10, da Lei nº 9.249/1995, que estabelece que o lucro presumido pode ser distribuído, a título de lucros, sem incidência do imposto, o valor correspondente à diferença entre o lucro presumido ou arbitrado e os valores corresponde ao imposto de renda da pessoa jurídica, inclusive adicional, quando devido, à contribuição social sobre o lucro, à contribuição para a seguridade social - COFINS e às contribuições para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/PASEP. Além disso, o art. 51, da Instrução Normativa nº 11, de 21 de fevereiro de 1996, determina que a parcela dos lucros e dividendos que exceder o valor da base de cálculo do imposto da pessoa jurídica, a ser distribuída também sem a incidência do imposto, será determinada deduzindo-se do lucro líquido do período, após o imposto de renda, o valor determinado na forma do inciso anterior."
De quais incentivos fiscais do IRPJ as empresas que optarem pelo lucro  presumido poderão se utilizar?,Do imposto apurado com base no lucro presumido não é permitida qualquer dedução a título de incentivo fiscal.,"  As empresas que optarem pelo lucro presumido poderão se utilizar dos seguintes incentivos fiscais do IRPJ:

* Dedução do imposto pago ou retido na fonte sobre as receitas que integraram a base de cálculo do imposto sobre a renda, vedada qualquer dedução a título de incentivo fiscal (Lei nº 8.981, de 1995, art. 34; Lei nº 9.430, de 1996, art. 51, parágrafo único; e Lei nº 9.532, de 1997, art. 10).
* Compensação de débitos próprios com a diferença entre o imposto sobre a renda retido na fonte ou pago e o devido, nos termos estabelecidos no art. 940 (Lei nº 9.430, de 1996, art. 74)."
Como poderá ser compensado o imposto pago a maior no período de apuração?,"No caso em que o valor retido na fonte ou já pago pelo contribuinte for maior que o imposto devido no período de apuração trimestral, a diferença a maior poderá ser compensada com o imposto relativo aos períodos de apuração subsequentes. ","  O imposto pago a maior no período de apuração pode ser compensado de acordo com o disposto no art. 599, que estabelece que a pessoa jurídica pode deduzir do imposto sobre a renda devido no período de apuração, o imposto pago ou retido na fonte sobre as receitas que integraram a base de cálculo. Além disso, o parágrafo único do art. 51, da Lei nº 9.430/1996, estabelece que, na hipótese em que o imposto sobre a renda retido na fonte ou pago seja superior ao devido, a diferença poderá ser utilizada na compensação de débitos próprios, nos termos estabelecidos no art. 940."
O que poderá acontecer à pessoa jurídica que optar indevidamente ou deixar de  cumprir alguma das condições estabelecidas para opção pelo lucro presumido?,"Inicialmente será verificada a possibilidade de apuração da base de cálculo do imposto de renda pelo lucro real, caso a empresa mantenha escrituração regular com base nas leis comerciais e fiscais. Na impossibilidade de adoção de tal procedimento, deverá ser arbitrado o lucro da pessoa jurídica no respectivo período de apuração.","  A pessoa jurídica que optar indevidamente ou deixar de cumprir alguma das condições estabelecidas para opção pelo lucro presumido poderá enfrentar consequências fiscais, como a perda do benefício da tributação com base no lucro presumido e a obrigação de tributar com base no lucro real. Além disso, poderá ser objeto de auditoria fiscal e de aplicação de multas e penalidades, conforme estabelecido nas leis fiscais."
Como será manifestada pelo contribuinte a tributação com base no lucro  arbitrado?,"A tributação com base no lucro arbitrado será manifestada mediante o pagamento da primeira quota ou da quota única do imposto devido, correspondente ao período de apuração trimestral em que o contribuinte, conhecendo sua receita bruta, verificou que incidiu em uma das hipóteses que ensejam o arbitramento de seu lucro.","  A tributação com base no lucro arbitrado será manifestada pelo contribuinte mediante a presentation de uma declaração de Lucro Arbitrado, que deverá ser elaborada em conformidade com as normas estabelecidas pela legislação fiscal e comercial. Esta declaração deverá incluir informações sobre o lucro arbitrado, os custos e despesas deductíveis, bem como as informações sobre os trimestres não submetidos ao arbitramento, quando aplicável. Além disso, o contribuinte deverá anexar à declaração as provas de escrituração exigidas pela legislação comercial e fiscal que demonstrem o lucro real dos períodos não abrangidos por aquela modalidade de tributação."
"Em caso de arbitramento do lucro, ficam as pessoas jurídicas dispensadas das  penalidades e da comprovação da origem das receitas recebidas?","Não. Mesmo sendo tributadas com base no lucro arbitrado, persiste a obrigatoriedade de comprovação das receitas efetivamente recebidas ou auferidas. O arbitramento de lucro é uma forma de apuração da base de cálculo do imposto, e não uma sanção. Assim, sua utilização não afasta a aplicação das penalidades cabíveis, como as decorrentes do descumprimento da legislação tributária em relação às obrigações acessórias.","  Não, as pessoas jurídicas não ficam dispensadas das penalidades e da comprovação da origem das receitas recebidas em caso de arbitramento do lucro. A aplicação das penalidades cabíveis ainda é possível, conforme estabelecido no art. 611."
Como a pessoa jurídica que apura o Imposto sobre a Renda com base na  estimativa de lucro mensal pode compensar o imposto pago indevidamente ou  a maior em relação ao apurado com base na estimativa de lucro no respectivo  mês?,"Os valores do IRPJ e da CSLL pagos e que excederem os apurados com base na estimativa de lucro no respectivo mês somente podem ser utilizados no final do período de apuração em que houve o pagamento indevido ou maior que o devido para: a) dedução do IRPJ ou da CSLL; b) ou compor o saldo negativo de IRPJ ou de CSLL. No caso de pagamento calculado com base na estimativa de lucro mensal, o final do período de apuração é, em regra, 31 de dezembro. Excepcionalmente, no caso de pessoas jurídicas submetidas aos seguintes eventos, o final do período de apuração será a data do evento: a) incorporação, fusão ou cisão; b) extinção da pessoa jurídica, pelo encerramento da liquidação.","  A pessoa jurídica que apura o Imposto sobre a Renda com base na estimativa de lucro mensal pode compensar o imposto pago indevidamente ou a maior em relação ao apurado com base na estimativa de lucro no respectivo mês, utilizando o valor retido somente na dedução do IRPJ ou da CSLL devidos ao final do período de apuração em que houve a retenção ou para compor o saldo negativo de IRPJ ou de CSLL do período."
"Como a pessoa jurídica que apura o IRPJ com base na estimativa de lucro mensal  pode compensar o Imposto sobre a Renda Retido na Fonte (IRRF), retido  indevidamente ou a maior que o devido?","Os valores do IRRF e da CSLL retidos na fonte e que excederem os apurados com base na estimativa de lucro no respectivo mês somente podem ser utilizados no final do período de apuração em que houve a retenção para: a) dedução do IRPJ ou da CSLL; b) ou compor o saldo negativo de IRPJ ou de CSLL. No caso de pagamento calculado com base na estimativa de lucro mensal, o final do período de apuração é, em regra, 31 de dezembro. Excepcionalmente, no caso de pessoas jurídicas submetidas aos seguintes eventos, o final do período de apuração será a data do evento: a) incorporação, fusão ou cisão; b) extinção da pessoa jurídica, pelo encerramento da liquidação.","  A pessoa jurídica que apura o IRPJ com base na estimativa de lucro mensal pode compensar o Imposto sobre a Renda Retido na Fonte (IRRF) retido indevidamente ou a maior que o devido, utilizando o valor retido somente na dedução do IRPJ ou da CSLL devidos ao final do período de apuração em que houve a retenção ou para compor o saldo negativo de IRPJ ou de CSLL do período."
A base de cálculo negativa da CSLL poderá ser compensada com resultados  apurados em períodos subsequentes?,"Sim. A base de cálculo da CSLL, quando negativa, poderá ser compensada até o limite de 30% dos resultados apurados em períodos subsequentes, ajustados pelas adições e exclusões previstas na legislação.","  Sim, a base de cálculo negativa da CSLL poderá ser compensada com resultados apurados em períodos subsequentes, desde que cumulativamente com a base de cálculo negativa apurada até 31 de dezembro de 1994, e observando o limite máximo de redução de trinta por cento, previsto no art. 58 da Lei nº 8.981, de 1995."
Os rendimentos e ganhos de capital auferidos no exterior sujeitam-se à  incidência da CSLL?,"Sim. O art. 21 da MP nº 2.158-35, de 2001, determina que os lucros, rendimentos e ganhos de capital auferidos no exterior ficam sujeitos à incidência da CSLL, observadas as normas de tributação universal. O parágrafo único do mencionado artigo, por seu turno, preconiza que o saldo do imposto de renda pago no exterior, que exceder o valor compensável com o IRPJ devido no Brasil, poderá ser compensado com a CSLL devida em virtude da adição, à sua base de cálculo, dos lucros oriundos do exterior, até o limite acrescido em decorrência dessa adição.","  Sim, os rendimentos e ganhos de capital auferidos no exterior sujeitam-se à incidência da CSLL, desde que observadas as normas de tributação universal estabelecidas nas leis mencionadas no art. 21."
O registro da CSLL como despesa afetará o cálculo do lucro da exploração?,"A CSLL será adicionada ao lucro líquido do período de apuração, antes da provisão para o imposto de renda, para efeito de determinação do lucro da exploração, que servirá de base de cálculo de incentivos fiscais.","  Sim, o registro da CSLL como despesa afetará o cálculo do lucro da exploração. De acordo com a Lei nº 9.718/1998, a CSLL devida pode ser compensada com a COFINS, e essa compensação será adicionada ao lucro líquido para fins de determinação do lucro da exploração. Portanto, o registro da CSLL como despesa reduzirá o lucro líquido e, consequentemente, o lucro da exploração."
"O valor correspondente à CSLL será considerado como despesa dedutível, para  efeito de determinação do lucro real?","Não. O valor da CSLL não pode ser deduzido para efeito da determinação do lucro real, nem da sua própria base de cálculo. O valor da CSLL que for considerado como custo ou despesa deverá ser adicionado ao lucro líquido para efeito de determinação do lucro real.","  Não, o valor correspondente à CSLL não será considerado como despesa dedutível para efeito de determinação do lucro real. De acordo com o Art. 1º, a contribuição social sobre o lucro líquido não poderá ser deduzida para efeito de determinação do lucro real, nem de sua própria base de cálculo. Além disso, o Parágrafo Único estabelece que os valores da contribuição social registrados como custo ou despesa devem ser adicionados ao lucro líquido do respectivo período de apuração para efeito de determinação do lucro real e de sua própria base de cálculo. Portanto, o valor correspondente à CSLL deve ser incluído no lucro líquido e não pode ser deduzido como despesa."
Quais as pessoas jurídicas que têm seu ingresso permitido nas sociedades  cooperativas?,Em situações específicas é possível o ingresso de pessoa jurídica nas sociedades cooperativas de pescas e nas cooperativas constituídas por produtores rurais ou extrativistas que pratiquem as mesmas atividades econômicas das pessoas físicas associadas. ,"  As pessoas jurídicas que têm seu ingresso permitido nas sociedades cooperativas são:

* As que pratiquem as mesmas atividades econômicas das pessoas físicas associadas, nas cooperativas de pesca e nas constituídas por produtores rurais ou extrativistas;
* As que se localizem na respectiva área de operações, nas cooperativas de eletrificação, irrigação e telecomunicações;

É importante ressaltar que os agentes de comércio e empresários que operem no mesmo campo econômico da sociedade não podem ingressar no quadro das cooperativas."
"Se o sujeito passivo não atender, no prazo estipulado, à intimação para prestar  esclarecimentos, apresentar os arquivos ou sistemas de que tratam os arts. 11 a  13 da Lei 8.218/91 ou a documentação técnica de que trata o art. 38 da Lei  9.430/96, quais são os percentuais de multa a serem aplicados?","Nesse caso caberá multa de ofício de 112,5% se o sujeito, além de não ter atendido à intimação, não pagou o débito ou não apresentou declaração. Ou de 225% se o sujeito, além dos motivos que ensejariam a aplicação da multa de 112,5%, incorrer também em crime contra a ordem tributária, de sonegação, fraude ou conluio. Esses percentuais correspondem à multa de 75% (Lei 9.430, art. 44, I) aumentada de 50% (75% x 1,5 = 112,5%), ou à multa de 150% (Lei 9.430, art. 44, § 1º) aumentada de 50% (150% x 1,5 = 225%).","  Se o sujeito passivo não atender, no prazo estipulado, à intimação para prestar esclarecimentos, apresentar os arquivos ou sistemas de que tratam os arts. 11 a 13 da Lei 8.218/91 ou a documentação técnica de que trata o art. 38 da Lei 9.430/96, os percentuais de multa a serem aplicados são:

* 50% (cinquenta por cento) sobre a totalidade ou diferença de imposto ou contribuição, nos casos de falta de pagamento ou recolhimento, de falta de declaração e nos de declaração inexata;
* 100% (cem por cento) sobre a totalidade ou a diferença de imposto ou de contribuição objeto do lançamento de ofício, nos casos em que verificada a reincidência do sujeito passivo.

Além disso, é importante mencionar que a qualificação da multa não se aplica quando:

* não restar configurada, individualizada e comprovada a conduta dolosa a que se referem os arts. 71, 72 e 73 da Lei nº 4.502, de 30 de novembro de 1964;
* houver sentença penal de absolvição com apreciação de mérito em processo do qual decorra imputação criminal do sujeito passivo;
* o sujeito passivo apresentar, no prazo marcado, as informações e documentos requisitados.

Portanto, é importante que o sujeito passivo atenda ao prazo estipulado para apresentar as informações e documentos solicitados, para evitar a aplicação das multas."
"Qual o regime de tributação da pessoa jurídica que auferir lucros, rendimentos  e ganhos de capital do exterior?","A pessoa jurídica que auferir lucros, rendimentos ou ganhos de capital do exterior fica obrigada à tributação com base no lucro real, a partir, inclusive, do trimestre de sua ocorrência.","  A pessoa jurídica que auferir lucros, rendimentos e ganhos de capital do exterior estará sujeita ao regime de tributação da alínea III do art. 14 da Lei nº 14.430/2022."
"Se o contribuinte for optante do lucro presumido e, em algum período auferir  lucros, rendimentos e ganhos de capital do exterior?","A pessoa jurídica que houver pago o imposto com base no lucro presumido e que, em relação ao mesmo ano-calendário, incorrer em situação de obrigatoriedade de apuração pelo lucro real por ter auferido lucros, rendimentos ou ganhos de capital oriundos do exterior, deverá apurar o imposto sobre a renda de pessoa jurídica (IRPJ) e a contribuição social sobre o lucro líquido (CSLL) sob o regime de apuração pelo lucro real trimestral a partir, inclusive, do trimestre da ocorrência do fato. 555","  Sim, o contribuinte que optar pelo lucro presumido e, em algum período, auferir lucros, rendimentos e ganhos de capital do exterior, deverá apurar o imposto sobre a renda de pessoa jurídica (IRPJ) e a contribuição social sobre o lucro líquido (CSLL) sob o regime de apuração pelo lucro real trimestral a partir, inclusive, do trimestre da ocorrência do fato. Isso é estabelecido no Art. 2º da declaração da Secretaria da Receita Federal citada."
Como serão tributados no Brasil os lucros auferidos no exterior por intermédio  de filiais e sucursais da pessoa jurídica no Brasil?,"Para fins de apuração do lucro real e da base de cálculo da CSLL, os lucros auferidos por filiais e sucursais no exterior serão adicionados integralmente ao lucro líquido da pessoa jurídica no Brasil em 31 de dezembro do ano-calendário em que tiverem sido disponibilizados.","  Os lucros auferidos no exterior por intermédio de filiais e sucursais da pessoa jurídica no Brasil serão tributados no Brasil de acordo com as seguintes regras:

* Serão considerados disponibilizados na data do balanço de encerramento do processo de liquidação da empresa no Brasil, se o encerramento ocorrer no Brasil.
* Serão considerados disponibilizados na data do encerramento das atividades da filial, sucursal, controlada, direta ou indireta, ou coligada no exterior, se o encerramento ocorrer fora do Brasil.
* Serão computados para fins de determinação do lucro real e da base de cálculo da CSLL no balanço levantado em 31 de dezembro do respectivo ano-calendário ou na data do encerramento das atividades da empresa no Brasil.

Além disso, é importante ressaltar que os lucros auferidos no exterior devem ser apurados segundo as normas da legislação comercial do país de domicílio e antes da tributação no exterior sobre o lucro."
Quando se consideram disponibilizados os lucros auferidos no exterior por  intermédio filiais e sucursais da pessoa jurídica?,Consideram-se disponibilizados na data do balanço no qual tiverem sido apurados.,"  Os lucros auferidos no exterior por intermédio de filiais e sucursais são considerados disponibilizados na data do balanço no qual tiverem sido apurados, como estabelecido no art. 1º, § 1º, a) da Medida Provisória nº 2.158-35/2001."
Os resultados auferidos por filiais e sucursais podem ser consolidados?,"Desde que as filiais e sucursais sejam domiciliadas num mesmo país, e, tendo a matriz no Brasil indicado uma dessas filiais ou sucursais como entidade líder, os resultados poderão ser consolidados por país, e os prejuízos de uma poderão ser compensados com os lucros da outra.","  Sim, os resultados auferidos por filiais e sucursais podem ser consolidados, desde que observados os critérios estabelecidos no art. 4º, § 5º, da Lei nº 9.065/1995."
"Como deverão ser convertidos os lucros auferidos no exterior por intermédio de  filiais, sucursais, controladas ou coligadas?","Os lucros auferidos no exterior por intermédio de filiais, sucursais, controladas ou coligadas serão convertidos em Reais pela taxa de câmbio, para venda, do dia das demonstrações financeiras em que tenham sido apurados os correspondentes lucros.","  Os lucros auferidos no exterior por intermédio de filiais, sucursais, controladas ou coligadas devem ser convertidos em Reais com base na taxa de câmbio da moeda do país de origem fixada para venda, pelo Banco Central do Brasil, correspondente a data do levantamento de balanço da controlada direta ou indireta. Se a moeda do país de origem do tributo não tiver cotação no Brasil, o seu valor será convertido em Dólares dos Estados Unidos da América e, em seguida, em Reais."
"Como deve ser apurado o limite admitido de compensação do tributo pago no  exterior sobre lucros auferidos por meio de controladas, coligadas, filiais ou  sucursais?","A pessoa jurídica deverá calcular o valor: a) do imposto pago no exterior, correspondente aos lucros de cada filial, sucursal, controlada ou coligada, bem assim aos rendimentos e ganhos de capital, que foram computados na determinação do lucro real; b) do imposto sobre a renda e CSLL devidos sobre o lucro real antes e após a inclusão dos lucros auferidos no exterior. O imposto, passível de compensação, não poderá exceder o valor determinado na letra “a” anterior, nem à diferença positiva entre os valores calculados sobre o lucro real com e sem a inclusão dos referidos lucros, rendimentos ou ganhos de capital auferidos no exterior e referidos na letra “b”.","  O limite admitido de compensação do tributo pago no exterior sobre lucros auferidos por meio de controladas, coligadas, filiais ou sucursais deve ser apurado de acordo com os dispositivos legais que regulam a dedução do imposto sobre a renda pago no exterior.

Especificamente, o Art. 30, § 8º, da Lei nº 9.249/95, estabelece que o valor do tributo pago no exterior a ser deduzido não poderá exceder o montante do imposto sobre a renda, inclusive adicional, e CSLL, devidos no Brasil, sobre o valor das parcelas positivas dos resultados, incluído na apuração do lucro real.

Além disso, o Art. 30, § 10, determina que o tributo pago no exterior, passível de dedução, não poderá exceder o valor determinado segundo o disposto no inciso I do § 9º, nem à diferença positiva entre os valores calculados sobre o lucro real com e sem a inclusão dos referidos lucros, conforme inciso II do § 9º.

Portanto, para apurar o limite admitido de compensação, é necessário calcular o valor do imposto sobre a renda e CSLL devidos sobre o lucro real antes e após a inclusão dos lucros auferidos no exterior, e compará-los com o valor do tributo pago no exterior. O excesso do tributo pago no exterior em relação ao valor do imposto sobre a renda e CSLL devidos no Brasil poderá ser compensado com o que for devido nos anos-calendário subsequentes, de acordo com o disposto no Art. 30, § 14."
