Q,A,A_model
"Pessoa Jurídica que apresentou declaração com base no lucro presumido  poderá, após a entrega, pedir retificação para efeito de declarar pelo lucro real?","Após a entrega da declaração de informações com base no lucro presumido, não há mais como o contribuinte alterar a sua opção. Entretanto, será admitida a retificação da declaração quando o contribuinte comprovar ter exercido irregularmente a opção pelo lucro presumido, na hipótese em que a legislação fiscal expressamente torne obrigatória a sua tributação com base no lucro real; ou, ainda, quando for constatado tal fato por meio de procedimento de ofício, o qual poderá adotar a tributação com base no lucro real quando exigido por lei, ou o lucro arbitrado, dependendo do caso.","Não, a pessoa jurídica não pode pedir retificação após entregar uma declaração baseada no lucro presumido para declarar o lucro real, a menos que seja para adoção do lucro arbitrado nos casos determinados pela legislação (segundo o § 2º do texto apresentado)."
"A pessoa jurídica optante pelo lucro presumido que mantiver escrituração  regular e apurar lucro contábil poderá utilizá-lo como reserva livre para aumento  de capital, sem ônus tributário (voltando ou não à tributação pelo lucro real)?","Na hipótese de apuração de lucro contábil, a pessoa jurídica poderá utilizar o montante desse lucro como reserva livre para aumento de capital. Entretanto, não poderá utilizar a esse título todo o montante do lucro contábil, devendo dele diminuir o valor do imposto de renda apurado com base no lucro presumido, inclusive adicional, o valor das contribuições (CSLL, Cofins e PIS/Pasep), bem assim os valores que forem distribuídos a título de lucros ao seu titular, sócio ou acionista.","O texto indica que uma pessoa jurídica submetida ao regime de tributação com base no lucro presumido pode distribuir a diferença entre o lucro presumido e os valores correspondentes ao imposto de renda, COFINS, PIS/PASEP e qualquer adicional como lucros, sem a incidência do imposto. No entanto, especificamente sobre o uso deste lucro como reserva livre para aumento de capital, o texto não fornece essa informação diretamente. Então, com base neste material, não podemos afirmar se a pessoa jurídica pode utilizar este lucro como reserva livre para aumento de capital sem ônus tributário, voltando ou não à tributação pelo lucro real."
De quais incentivos fiscais do IRPJ as empresas que optarem pelo lucro  presumido poderão se utilizar?,Do imposto apurado com base no lucro presumido não é permitida qualquer dedução a título de incentivo fiscal.,"As empresas que optarem pelo lucro presumido não poderão se utilizar em nenhum incentivo fiscal do IRPJ, visto que o texto especifica que tal opção vem vedada a qualquer dedução a título de incentivo fiscal."
Como poderá ser compensado o imposto pago a maior no período de apuração?,"No caso em que o valor retido na fonte ou já pago pelo contribuinte for maior que o imposto devido no período de apuração trimestral, a diferença a maior poderá ser compensada com o imposto relativo aos períodos de apuração subsequentes. ","No caso de o imposto pago no período de apuração ser superior ao devido, essa diferença pode ser utilizada para compensar outros débitos próprios, de acordo com o artigo 940 da Lei nº 9.430 de 1996."
O que poderá acontecer à pessoa jurídica que optar indevidamente ou deixar de  cumprir alguma das condições estabelecidas para opção pelo lucro presumido?,"Inicialmente será verificada a possibilidade de apuração da base de cálculo do imposto de renda pelo lucro real, caso a empresa mantenha escrituração regular com base nas leis comerciais e fiscais. Na impossibilidade de adoção de tal procedimento, deverá ser arbitrado o lucro da pessoa jurídica no respectivo período de apuração.","Uma pessoa jurídica que optar indevidamente pela tributação com base no lucro presumido ou deixar de cumprir alguma das condições estabelecidas pode ter o seu imposto sobre a renda determinado com base nos critérios do lucro arbitrado, de acordo com a Lei nº 8.981/1995 e Lei nº 9.430/1996."
Como será manifestada pelo contribuinte a tributação com base no lucro  arbitrado?,"A tributação com base no lucro arbitrado será manifestada mediante o pagamento da primeira quota ou da quota única do imposto devido, correspondente ao período de apuração trimestral em que o contribuinte, conhecendo sua receita bruta, verificou que incidiu em uma das hipóteses que ensejam o arbitramento de seu lucro.","O contribuinte manifestará a tributação com base no lucro arbitrado efetuando o pagamento do imposto sobre a renda no ano-calendário completo, seguindo as regras estabelecidas na Lei nº 8.981 e Lei nº 9.430. Para isso, é necessário que a pessoa jurídica tenha a escrituração exigida pela legislação comercial e fiscal para demonstrar o lucro real dos períodos não abrangidos pela modalidade de tributação arbitrada. O vencimento do imposto sobre a renda apurado dessa forma ocorre no último dia útil do mês subsequente ao do encerramento de cada período de apuração."
"Em caso de arbitramento do lucro, ficam as pessoas jurídicas dispensadas das  penalidades e da comprovação da origem das receitas recebidas?","Não. Mesmo sendo tributadas com base no lucro arbitrado, persiste a obrigatoriedade de comprovação das receitas efetivamente recebidas ou auferidas. O arbitramento de lucro é uma forma de apuração da base de cálculo do imposto, e não uma sanção. Assim, sua utilização não afasta a aplicação das penalidades cabíveis, como as decorrentes do descumprimento da legislação tributária em relação às obrigações acessórias.","O contexto legal indica que no caso de arbitramento do lucro, as penalidades ainda são aplicáveis. Portanto, as pessoas jurídicas não ficam dispensadas das penalidades e da comprovação da origem das receitas recebidas."
Como a pessoa jurídica que apura o Imposto sobre a Renda com base na  estimativa de lucro mensal pode compensar o imposto pago indevidamente ou  a maior em relação ao apurado com base na estimativa de lucro no respectivo  mês?,"Os valores do IRPJ e da CSLL pagos e que excederem os apurados com base na estimativa de lucro no respectivo mês somente podem ser utilizados no final do período de apuração em que houve o pagamento indevido ou maior que o devido para: a) dedução do IRPJ ou da CSLL; b) ou compor o saldo negativo de IRPJ ou de CSLL. No caso de pagamento calculado com base na estimativa de lucro mensal, o final do período de apuração é, em regra, 31 de dezembro. Excepcionalmente, no caso de pessoas jurídicas submetidas aos seguintes eventos, o final do período de apuração será a data do evento: a) incorporação, fusão ou cisão; b) extinção da pessoa jurídica, pelo encerramento da liquidação."," Uma pessoa jurídica tributada pelo lucro real, presumido ou arbitrado pode compensar o imposto pago indevidamente ou a maior relacionada ao apurado com base na estimativa de lucro no respectivo mês, utilizando o valor retido para a dedução do IRPJ ou da CSLL devidos ao final do período de apuração em que houve a retenção ou para compor o saldo negativo de IRPJ ou de CSLL do período."
"Como a pessoa jurídica que apura o IRPJ com base na estimativa de lucro mensal  pode compensar o Imposto sobre a Renda Retido na Fonte (IRRF), retido  indevidamente ou a maior que o devido?","Os valores do IRRF e da CSLL retidos na fonte e que excederem os apurados com base na estimativa de lucro no respectivo mês somente podem ser utilizados no final do período de apuração em que houve a retenção para: a) dedução do IRPJ ou da CSLL; b) ou compor o saldo negativo de IRPJ ou de CSLL. No caso de pagamento calculado com base na estimativa de lucro mensal, o final do período de apuração é, em regra, 31 de dezembro. Excepcionalmente, no caso de pessoas jurídicas submetidas aos seguintes eventos, o final do período de apuração será a data do evento: a) incorporação, fusão ou cisão; b) extinção da pessoa jurídica, pelo encerramento da liquidação.", A pessoa jurídica que apura o IRPJ com base na estimativa de lucro mensal pode compensar o IRRF retido indevidamente ou superior ao devido utilizando o valor retido para reduzir o IRPJ ou CSLL devidos no final do período de apuração ou para corrigir o saldo negativo de IRPJ ou CSLL do período específico.
A base de cálculo negativa da CSLL poderá ser compensada com resultados  apurados em períodos subsequentes?,"Sim. A base de cálculo da CSLL, quando negativa, poderá ser compensada até o limite de 30% dos resultados apurados em períodos subsequentes, ajustados pelas adições e exclusões previstas na legislação."," Sim, a base de cálculo negativa da CSLL (Contribuição Social sobre o Lucro) pode ser compensada com os resultados apurados em períodos subsequentes, desde que as empresas cumpram os requisitos mencionados no artigo e mantenham os livros e documentos exigidos pela legislação fiscal."
Os rendimentos e ganhos de capital auferidos no exterior sujeitam-se à  incidência da CSLL?,"Sim. O art. 21 da MP nº 2.158-35, de 2001, determina que os lucros, rendimentos e ganhos de capital auferidos no exterior ficam sujeitos à incidência da CSLL, observadas as normas de tributação universal. O parágrafo único do mencionado artigo, por seu turno, preconiza que o saldo do imposto de renda pago no exterior, que exceder o valor compensável com o IRPJ devido no Brasil, poderá ser compensado com a CSLL devida em virtude da adição, à sua base de cálculo, dos lucros oriundos do exterior, até o limite acrescido em decorrência dessa adição."," Sim, os rendimentos e ganhos de capital obtidos no exterior são sujeitos à incidência da CSLL, de acordo com o artigo 21 da lei citada."
O registro da CSLL como despesa afetará o cálculo do lucro da exploração?,"A CSLL será adicionada ao lucro líquido do período de apuração, antes da provisão para o imposto de renda, para efeito de determinação do lucro da exploração, que servirá de base de cálculo de incentivos fiscais.","Não, a registro da CSLL como despesa não afetará diretamente o cálculo do lucro da exploração, mas a parcela da CSLL será afetada pelo processo de compensação com a COFINS, como descrito no artigo 23. Ao final, a CSLL compensada (I) e a CSLL devida ap
ós compensação (II) serão consideradas no cálculo do lucro da exploração."
"O valor correspondente à CSLL será considerado como despesa dedutível, para  efeito de determinação do lucro real?","Não. O valor da CSLL não pode ser deduzido para efeito da determinação do lucro real, nem da sua própria base de cálculo. O valor da CSLL que for considerado como custo ou despesa deverá ser adicionado ao lucro líquido para efeito de determinação do lucro real.","Não, o valor da contribuição social, no caso do texto fornecido, não é considerado uma despesa dedutível para efeito de determinação do lucro real. Em vez disso, deve ser adicionado ao lucro líquido para calcular o lucro real e sua base de cálculo."
Quais as pessoas jurídicas que têm seu ingresso permitido nas sociedades  cooperativas?,Em situações específicas é possível o ingresso de pessoa jurídica nas sociedades cooperativas de pescas e nas cooperativas constituídas por produtores rurais ou extrativistas que pratiquem as mesmas atividades econômicas das pessoas físicas associadas. ,"As pessoas jurídicas que têm seu ingresso permitido nas cooperativas são aquelas que pratiquem as mesmas atividades econômicas das pessoas físicas associadas em cooperativas de pesca, constituídas por produtores rurais ou extrativistas. Além disso, elas podem ingressar nas cooperativas de eletrificação, irrigação e telecomunicações se localizarem na área de operações dessas cooperativas."
"Se o sujeito passivo não atender, no prazo estipulado, à intimação para prestar  esclarecimentos, apresentar os arquivos ou sistemas de que tratam os arts. 11 a  13 da Lei 8.218/91 ou a documentação técnica de que trata o art. 38 da Lei  9.430/96, quais são os percentuais de multa a serem aplicados?","Nesse caso caberá multa de ofício de 112,5% se o sujeito, além de não ter atendido à intimação, não pagou o débito ou não apresentou declaração. Ou de 225% se o sujeito, além dos motivos que ensejariam a aplicação da multa de 112,5%, incorrer também em crime contra a ordem tributária, de sonegação, fraude ou conluio. Esses percentuais correspondem à multa de 75% (Lei 9.430, art. 44, I) aumentada de 50% (75% x 1,5 = 112,5%), ou à multa de 150% (Lei 9.430, art. 44, § 1º) aumentada de 50% (150% x 1,5 = 225%).","Se o sujeito passivo não atender, no prazo estipulado, à intimação para prestar esclarecimentos, apresentar os arquivos ou sistemas de que tratam os arts. 11 a 13 da Lei 8.218/91 ou a documentação técnica de que trata o art. 38 da Lei 9.430/96, os percentuais de multa serão aumentados de metade nos casos mencionados no § 2 do artigo. Isso significa que as multas se tornam ainda mais altas como penalidade por não cumprir as exigências dentro do prazo determinado."
"Qual o regime de tributação da pessoa jurídica que auferir lucros, rendimentos  e ganhos de capital do exterior?","A pessoa jurídica que auferir lucros, rendimentos ou ganhos de capital do exterior fica obrigada à tributação com base no lucro real, a partir, inclusive, do trimestre de sua ocorrência.","Uma pessoa jurídica que obtenha lucros, rendimentos ou ganhos de capital oriundos do exterior está obrigada à apuração do lucro real, de acordo com o artigo 14 da lei. Essa obrigação pode implicar em um determinado regime de tributação, embora esses detalhes específicos não estejam explicitamente mencionados neste trecho da lei."
"Se o contribuinte for optante do lucro presumido e, em algum período auferir  lucros, rendimentos e ganhos de capital do exterior?","A pessoa jurídica que houver pago o imposto com base no lucro presumido e que, em relação ao mesmo ano-calendário, incorrer em situação de obrigatoriedade de apuração pelo lucro real por ter auferido lucros, rendimentos ou ganhos de capital oriundos do exterior, deverá apurar o imposto sobre a renda de pessoa jurídica (IRPJ) e a contribuição social sobre o lucro líquido (CSLL) sob o regime de apuração pelo lucro real trimestral a partir, inclusive, do trimestre da ocorrência do fato. 555"," Se o contribuinte (contribuinte é quem paga impostos) for optante (escolheu) pelo lucro presumido e, em algum período, auferir (obter) lucros, rendimentos e ganhos de capital oriundos (provenientes) do exterior, deverá (é obrigado) apurar (calcular) o imposto sobre a renda de pessoa jurídica (IRPJ) e a contribuição social sobre o lucro líquido (CSLL) sob o regime de apuração pelo lucro real trimestral (calcular a cada três meses pelo lucro real) a partir, inclusive, do trimestre da ocorrência do fato (quando isso aconteceu)."
Como serão tributados no Brasil os lucros auferidos no exterior por intermédio  de filiais e sucursais da pessoa jurídica no Brasil?,"Para fins de apuração do lucro real e da base de cálculo da CSLL, os lucros auferidos por filiais e sucursais no exterior serão adicionados integralmente ao lucro líquido da pessoa jurídica no Brasil em 31 de dezembro do ano-calendário em que tiverem sido disponibilizados.","Os lucros auferidos no exterior por intermédio de filiais e sucursais da pessoa jurídica no Brasil serão tributados no Brasil após serem computados na base de cálculo da CSLL (Contribuição Soberana sobre Lucros Líquidos) no balanço de 31 de dezembro do ano-calendário, conforme a disponibilização desses lucros, como determinado nos diferentes casos e subseções da lei mencionada."
Quando se consideram disponibilizados os lucros auferidos no exterior por  intermédio filiais e sucursais da pessoa jurídica?,Consideram-se disponibilizados na data do balanço no qual tiverem sido apurados.,"Os lucros auferidos no exterior por intermédio de filiais e sucursais serão considerados disponibilizados para a pessoa jurídica domiciliada no Brasil na data do balanço em que tiverem sido apurados (caso de filial ou sucursal), ou na data do balanço relacionada à operação específica em outras situações mencionadas no artigo, como contratação de operações de mútuo, adiantamento de recursos e outras hipóteses descritas na lei."
Os resultados auferidos por filiais e sucursais podem ser consolidados?,"Desde que as filiais e sucursais sejam domiciliadas num mesmo país, e, tendo a matriz no Brasil indicado uma dessas filiais ou sucursais como entidade líder, os resultados poderão ser consolidados por país, e os prejuízos de uma poderão ser compensados com os lucros da outra."," Sim, os resultados obtidos por filiais e sucursais podem ser consolidados, especialmente quando estão domiciliadas em um mesmo país e a matriz no Brasil indica uma delas como entidade líder."
"Como deverão ser convertidos os lucros auferidos no exterior por intermédio de  filiais, sucursais, controladas ou coligadas?","Os lucros auferidos no exterior por intermédio de filiais, sucursais, controladas ou coligadas serão convertidos em Reais pela taxa de câmbio, para venda, do dia das demonstrações financeiras em que tenham sido apurados os correspondentes lucros.","Os lucros auferidos no exterior por intermédio de filiais, sucursais, controladas ou coligadas devem ser convertidos em reais seguindo os passos abaixo: primeiro, converter a moeda estrangeira em reais utilizando a taxa de câmbio fixada pelo Banco Central do Brasil para a data do levantamento do balanço da entidade direta ou indireta. Caso a moeda do país de origem do tributo não tenha cotação no Brasil, seu valor deve ser convertido em dólares dos Estados Unidos da América e, em seguida, em reais."
"Como deve ser apurado o limite admitido de compensação do tributo pago no  exterior sobre lucros auferidos por meio de controladas, coligadas, filiais ou  sucursais?","A pessoa jurídica deverá calcular o valor: a) do imposto pago no exterior, correspondente aos lucros de cada filial, sucursal, controlada ou coligada, bem assim aos rendimentos e ganhos de capital, que foram computados na determinação do lucro real; b) do imposto sobre a renda e CSLL devidos sobre o lucro real antes e após a inclusão dos lucros auferidos no exterior. O imposto, passível de compensação, não poderá exceder o valor determinado na letra “a” anterior, nem à diferença positiva entre os valores calculados sobre o lucro real com e sem a inclusão dos referidos lucros, rendimentos ou ganhos de capital auferidos no exterior e referidos na letra “b”.","O limite admitido de compensação do tributo pago no exterior sobre lucros auferidos por meio de controladas, coligadas, filiais ou sucursais deve ser apurado seguindo os passos e limites estabelecidos nos §§ 8, 10, 13 e 14 do artigo mencionado. Esses parágrafos determinam que o valor do tributo pago no exterior a ser deduzido não pode exceder o montante do imposto sobre a renda, CSLL devidos no Brasil, e deve ser calculado individualmente por cada unidade (filial, sucursal, controlada, coligada) e respeitar os limites definidos nos cálculos."
"Em que momento deve ser tributado o lucro gerado por uma empresa  estrangeira, classificada pela legislação brasileira como coligada ou porfólio de  investimento sem influência nem relevância, cuja participação societária seja  detida por uma por controlada direta ou indireta da controladora brasileira?","Os lucros gerados por empresas tidas como coligadas das controladas diretas ou indiretas ou como participações em empresas de portfólio, detidas por controlada direta ou indireta domiciliadas no exterior, serão tributados pela controladora brasileira quando forem reconhecidos no balanço da controlada direta ou indireta, segundo a legislação comercial de sua jurisdição.","O lucro gerado por uma empresa estrangeira classificada como coligada ou porfólio de investimento sem influência nem relevância, quando detém participação societária por uma controlada direta ou indireta da controladora brasileira, deve ser tributado conforme o artigo 19 e o artigo 19-A do código legal. Caso haja descumprimento das condições do artigo 17, o lucro será computado na determinação do lucro real e na base de cálculo da CSLL (Contribuição Social sobre o Lucro Líquido) da pessoa jurídica investidora domiciliada no Brasil. Alternativamente, opcionalmente, a pessoa jurídica brasileira pode oferecer para tributação os lucros obtidos por intermédio de suas coligadas no exterior, independentemente dos descumprimentos, conforme o artigo 19-A. Essa opção deve ser comunicada à RFB (Receita Federal do Brasil) através da Escrituração Contábil Fiscal (ECF) e é válida para IRPJ (Imposto sobre Rendimentos Pessoais e de Pessoas Jurídicas) e CSLL, mas deve se aplicar a todas as coligadas no exterior e não pode ser parcial ou retraída."
A variação cambial acrescida aos juros calculados com base na taxa LIBOR são  considerados dedutíveis na apuração do lucro real?,"Sim, uma vez que a referida variação cambial é um componente dos juros para o pagamento do imposto de renda diferido relativo aos lucros auferidos no exterior."," Sim, a variação cambial acrescida aos juros calculados com base na taxa LIBOR são considerados dedutíveis na apuração do lucro real, de acordo com o item § 4º da lei apresentada."
"Dos resultados das controladas diretas ou indiretas no exterior não devem  constar os resultados auferidos por outra pessoa jurídica sobre a qual a  controladora brasileira mantenha o controle direto ou indireto. Esta regra se  aplica também para a apuração do estoque de prejuízos anteriores a  01/01/2015, passiveis de compensação com lucros futuros para efeitos de  tributação no Brasil?","Em obediência à uniformidade de critério, na falta de ressalva em Lei, dos prejuízos contábeis anteriores a 2015 não devem constar resultados (lucros ou prejuízos) originados da participação em outra pessoa jurídica sobre a qual a controladora brasileira mantenha controle direto ou indireto.","Não, esta regra especificada no artigo não se aplica para o tratamento de prejuízos anteriores a 01/01/2015 ou passiveis de compensação com lucros futuros para efeitos de tributação no Brasil. Ela se limita a excluir os resultados obtidos por outras pessoas jurídicas controladas da apuração dos resultados das controladas diretas ou indiretas no exterior."
Qual é o valor da parcela do investimento referente ao lucro ou prejuízo de  investimento no exterior que deve ser registrada na subconta de investimento?,"O valor a ser registrado na subconta de investimento é o equivalente aos lucros ou prejuízos antes da tributação no exterior sobre tais lucros ou prejuízos, assim entendido como o lucro ou prejuízo antes dos tributos sobre a renda, sejam correntes e/ou diferidos.","O valor da parcela do investimento que deve ser registrada na subconta de investimento no exterior, referente ao lucro ou prejuízo, é aquele equivalente aos lucros auferidos pela controlada direta ou indireta antes da tributação no exterior sobre o lucro."
"Nos casos em que o ajuste de preço de transferência/subcapitalização é maior  que o valor do lucro auferidos no exterior, será possível “carregar” para os anos  subsequentes o valor residual do ajuste que não foi deduzido da base de IR/CSLL  no ano que foi apurado? Em caso negativo, como remover o efeito de ""dupla  tributação"" sobre a parcela do ajuste que excede o valor dos lucros?","A dedução é limitada ao valor do lucro auferido no exterior pela controlada, não havendo previsão legal, para o aproveitamento de excedente em anos posteriores.","Não, o contexto fornecido não indica a possibilidade de ""carregar"" o valor residual do ajuste de preço de transferência/subcapitalização para os anos subsequentes, quando for maior que o valor do lucro auferido no exterior. No entanto, a dupla tributação pode ser evitada através da aplicação das regras estabelecidas. O imposto pago no exterior relativo à controlada, na proporção da parcela do valor do investimento que deixar de ser tributada, não pode ser aproveitado para dedução do valor devido a título de Imposto sobre a Renda no Brasil (artigo § 4º). Essa medida ajuda a evitar que a mesma quantia seja tributada em dois países."
"Quais os limites aplicáveis, para a pessoa jurídica domiciliada no Brasil, nos casos  de endividamento quando o credor for pessoa física ou jurídica residente,  domiciliada ou constituída no exterior, em país ou dependência com tributação  favorecida ou sob regime fiscal privilegiado?","No caso de credor, pessoa física ou jurídica, residente, domiciliada ou constituída no exterior, em país ou dependência com tributação favorecida ou sob regime fiscal privilegiado, tanto o limite individual quanto o limite global de endividamento (somatório dos endividamentos com todas as entidades situadas naqueles países) estão limitados a 30% do valor do patrimônio líquido da pessoa jurídica residente no Brasil.","Para uma pessoa jurídica domiciliada no Brasil, o limite aplicável para o endividamento quando o credor for residente, domiciliado ou constituído no exterior em um país ou dependência com tributação favorecida ou sob regime fiscal privilegiado é 30% (trinta por cento) do valor do patrimônio líquido da empresa residente no Brasil."
Em quais hipóteses existe a possibilidade de apropriação de créditos presumidos  da Contribuição para o PIS/Pasep e da Cofins relativos a selo de controle e  equipamentos de controle de produção?,"As pessoas jurídicas obrigadas pela RFB à utilização do selo de controle de que trata o art. 46 da Lei nº 4.502, de 30 de novembro de 1964; e dos equipamentos contadores de produção de que tratam os arts. 27 a 30 da Lei nº 11.488, de 2007, e o art. 58-T da Lei nº 10.833, de 2003, poderão deduzir da Contribuição para o PIS/PASEP ou da COFINS devidas em cada período de apuração, crédito presumido correspondente à taxa de que trata o art. 13 da Lei nº 12.995, de 2014, efetivamente paga no mesmo período","A possibilidade de apropriação de créditos presumidos da Contribuição para o PIS/Pasep e da Cofins relativos a selo de controle e equipamentos de controle de produção pode existir em situações de fraude fiscal ou erros administrativos, quando empresas reivindicam créditos sem justificativa ou sem cumprir os requisitos legais."
"De que forma devem ser apurados e registrados os créditos do art. 3º da Lei nº  10.637, de 2002, do art. 3º da Lei nº 10.833, de 2003, e do arts. 15 e 17 da Lei nº  10.865, de 2004, e os demais créditos presumidos da Contribuição para o  PIS/Pasep e da Cofins?","As pessoas jurídicas submetidas ao regime de apuração não cumulativa deverão apurar e registrar, de forma segregada, os créditos de que tratam o art. 3º da Lei nº 10.637, de 2002, o art. 3º da Lei nº 10.833, de 2003, e os arts. 15 e 17 da Lei nº 10.865, de 2004, e os créditos presumidos previstos nas Leis da Contribuição para o PIS/Pasep e da Cofins, discriminando-os em função da natureza, origem e vinculação desses créditos, observadas as normas editadas pela Secretaria da Receita Federal do Brasil.","As pessoas jurídicas devem apurar e registrar os créditos do art. 3º da Lei nº 10.637/2002, do art. 3º da Lei nº 10.833/2003, dos arts. 15 e 17 da Lei nº 10.865/2004, e os créditos presumidos da Contribuição para o PIS/Pasep e da Cofins, de forma segregada, discriminando-os pela natureza, origem e vinculação, seguindo as normas da Secretaria da Receita Federal do Brasil. Além disso, aplicam-se as disposições dos §§ 8º e 9º do art. 3º da Lei nº 10.637/2002 e dos §§ 8º e 9º do art. 3º da Lei nº 10.833/2003."
Quais as exclusões admitidas para efeito de apuração da base de cálculo da  Contribuição para o PIS/Pasep e da Cofins devidas pelas sociedades cooperativas  de rádio táxi?,"Além das exclusões admitidas para as sociedades cooperativas em geral, as sociedades cooperativas de rádio táxi podem ainda excluir da base de cálculo: 1) os valores repassados aos associados pessoas físicas decorrentes de serviços por eles prestados em nome da cooperativa; 2) as receitas de vendas de bens, mercadorias e serviços a associados, quando adquiridos de pessoas físicas não associadas; e 3) as receitas financeiras decorrentes de repasses de empréstimos a associados, contraídos de instituições financeiras, até o limite dos encargos a estas devidos. ","As exclusões admitidas para efeito de apuração da base de cálculo da Contribuição para o PIS/Pasep e da Cofins devidas pelas cooperativas de radiotáxi são: I - os valores repassados aos associados pessoas físicas decorrentes de serviços prestados em nome da cooperativa; II - as receitas de vendas de bens, mercadorias e serviços a associados, quando adquiridos de pessoas físicas não associadas; e III - as receitas financeiras decorrentes de repasses de empréstimos a associados, contraídos de instituições financeiras, até o limite dos encargos a estas devidos."
"Considerando que todas as informações de interesse do fisco estão disponíveis  no SPED, a empresa vai poder eliminar os documentos físicos (em papel) que  serviram de base para a escrituração contábil e fiscal?","Todos os documentos em papel (notas fiscais, contratos, recibos, etc.) que dão suporte aos respectivos lançamentos contábeis e fiscais devem ser mantidos pelo prazo previsto nas legislações comercial e fiscal.","Não, a apresentação da EFD-Contribuições em formato digital não permite a eliminação dos documentos físicos (em papel) que serviram de base para a escrituração contábil e fiscal, pois o §1º da lei mencionada exige que esses documentos sejam guardados na forma e nos prazos estabelecidos pela legislação aplicável."
"Na ocorrência da adoção de novo método ou critério contábil, os contribuintes  já estão autorizados a fazer os referidos ajustes na apuração do lucro real, da  base de cálculo da CSLL, da COFINS e do PIS, até que a lei tributária regule a  matéria? Ou o contribuinte precisa de uma norma da RFB autorizando efetuar  tais ajustes?","Não. Quando houver modificação ou adoção de novo método ou critério contábil por meio de ato administrativo emitido com base em competência atribuída em lei comercial, a Secretaria Especial da Receita Federal do Brasil irá dispor sobre os procedimentos para anular os efeitos desses atos.","Os contribuintes não estão autorizados, automaticamente, a fazer ajustes com base em novos métodos ou critérios contábeis até que a lei tributária regule a matéria. Eles precisam de uma norma da RFB para autorização desses ajustes na apuração dos tributos federais."
O controle por subcontas na adoção inicial se aplica aos ativos e passivos  relativos aos contratos de arrendamento mercantil nos quais haja  transferência substancial dos riscos e benefícios inerentes à propriedade do  bem em curso na data da adoção inicial?,"Não. Para os ativos e passivos relativos aos contratos de arrendamento mercantil em curso na data da adoção inicial, nos quais haja transferência substancial dos riscos e benefícios inerentes à propriedade do bem arrendado, não se aplica o controle por subcontas de que tratam os arts. 294 a 300 da Instrução Normativa RFB n° 1.700, de 2017. O disposto acima aplica-se, inclusive, aos contratos não tipificados como arrendamento mercantil que contenham elementos contabilizados como arrendamento mercantil por força de normas contábeis e da legislação comercial. A partir da data da adoção inicial, deverá ser observado o tratamento tributário previsto nos arts. 172 a 177 da Instrução Normativa RFB n° 1.700, de 2017.","Não, o controle por subcontas na adoção inicial não se aplica aos contratos de arrendamento mercantil em curso na data da adoção inicial, se houver transferência substancial dos riscos e benefícios inerentes à propriedade do bem arrendado. Em vez disso, o tratamento tributário previsto na Instrução Normativa deve ser observado a partir da data da adoção inicial."
O contribuinte pode efetuar a exclusão da diferença negativa entre o saldo do  ativo diferido registrado na contabilidade societária e no FCONT?,"A diferença negativa verificada na data da adoção inicial entre o valor de ativo diferido na contabilidade societária e no FCONT somente poderá ser excluída se o contribuinte evidenciar essa diferença em subconta vinculada ao ativo. A diferença poderá ser controlada de duas formas: 1) por meio da utilização de uma única subconta, sendo o lançamento a crédito na subconta e a débito na conta de ativo diferido; 2) por meio da utilização de 2 (duas) subcontas, sendo o lançamento a crédito na subconta vinculada ao ativo diferido e a débito em uma subconta auxiliar à subconta vinculada ao ativo. A diferença poderá ser excluída em cada período de apuração proporcionalmente à parcela equivalente à amortização do ativo diferido de acordo com as normas e critérios tributários vigentes em 31 de dezembro de 2007. No caso de ativo diferido não reconhecido na data da adoção inicial na contabilidade societária, mas reconhecido no FCONT, a diferença deverá ser controlada na Parte B do e-Lalur e do e-Lacs."," Sim, o contribuinte pode excluir a diferença negativa entre o valor do ativo diferido na contabilidade societária e no FCONT, desde que atenda as condições estabelecidas no artigo 302 e nos respectivos §§ 1º a 5º, 6º e 7º do artigo 298. Essa exclusão deve ser feita proporcionalmente à parcela equivalente à amortização do ativo diferido, de acordo com as normas e critérios tributários vigentes em 31 de dezembro de 2007."
